elapsed_band_index,elapsed_band,u_shape_phase,delayed_peak_phase,calendar_band_index,calendar_band,event_number_cat,org_size,org_size_score,org_size_unknown,employee_size,turnover_size,sector_proxy,entity_kind_group,prior_records_band,events,exposure_days
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,education,organisation,10k-100k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,finance,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,finance,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,finance,other_or_unknown,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,government_body,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,government_body,unknown,0,309
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,organisation,100k+,0,262
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,organisation,10k-100k,0,29
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,government,organisation,unknown,0,439
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,health,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,health,organisation,10k-100k,0,77
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,health,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,industrial,organisation,100k+,0,35
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,industrial,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,other,organisation,100k+,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,other,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,other,organisation,1k-10k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,other,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,other,organisation,unknown,0,235
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,other,other_or_unknown,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,retail,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,retail,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,technology,organisation,100k+,0,450
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,technology,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,technology,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,technology,organisation,unknown,0,492
0,0-90,immediate,immediate_0_90,3,2024-2026,1,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,education,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,education,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,finance,organisation,100k+,0,360
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,finance,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,finance,organisation,unknown,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,government,organisation,unknown,0,253
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,health,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,health,organisation,unknown,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,other,organisation,100k+,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,other,organisation,10k-100k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,other,organisation,1k-10k,0,56
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,other,organisation,<1k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,other,organisation,unknown,0,1344
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,retail,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,retail,organisation,10k-100k,0,29
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,retail,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,technology,organisation,100k+,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,technology,organisation,10k-100k,0,89
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,technology,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,technology,organisation,unknown,0,485
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,large,unknown,telecom_transport,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,medium,unknown,education,organisation,unknown,0,57
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,medium,unknown,government,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,medium,unknown,government,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,medium,unknown,health,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,medium,unknown,other,organisation,1k-10k,0,55
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,medium,unknown,other,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,medium,unknown,technology,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,unknown,unknown,other,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,education,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,education,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,finance,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,finance,organisation,10k-100k,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,finance,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,finance,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,government,government_body,<1k,0,30
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,government,government_body,unknown,0,340
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,government,organisation,10k-100k,0,29
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,government,organisation,1k-10k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,government,organisation,<1k,0,13
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,government,organisation,unknown,0,239
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,health,organisation,<1k,0,2
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,health,organisation,unknown,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,other,organisation,100k+,0,128
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,other,organisation,unknown,0,1230
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,retail,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,technology,organisation,unknown,0,299
0,0-90,immediate,immediate_0_90,3,2024-2026,1,LARGE,3.0,0,very_large,unknown,telecom_transport,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,education,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,education,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,finance,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,finance,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,government,government_body,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,government,government_body,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,government,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,government,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,health,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,health,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,health,organisation,unknown,0,453
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,industrial,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,industrial,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,industrial,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,other,organisation,100k+,0,323
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,other,organisation,10k-100k,0,155
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,other,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,other,organisation,<1k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,other,organisation,unknown,0,2162
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,retail,organisation,100k+,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,retail,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,technology,organisation,100k+,0,344
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,technology,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,medium,unknown,technology,organisation,unknown,0,360
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,education,organisation,unknown,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,finance,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,finance,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,government,government_body,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,government,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,government,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,health,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,health,organisation,10k-100k,0,51
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,health,organisation,unknown,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,media,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,other,organisation,100k+,0,248
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,other,organisation,10k-100k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,other,organisation,1k-10k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,other,organisation,unknown,0,1350
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,retail,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,technology,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,technology,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,technology,organisation,unknown,0,264
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,small,unknown,telecom_transport,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,unknown,unknown,education,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,unknown,unknown,other,organisation,1k-10k,0,73
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,unknown,unknown,other,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,MEDIUM,2.0,0,unknown,unknown,retail,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,finance,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,health,organisation,10k-100k,0,141
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,health,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,health,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,health,organisation,unknown,0,430
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,industrial,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,other,organisation,100k+,0,66
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,other,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,other,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,other,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,other,organisation,unknown,0,1069
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,retail,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,technology,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,technology,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,technology,organisation,unknown,0,291
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,small,unknown,telecom_transport,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,unknown,unknown,health,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,unknown,unknown,other,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,SMALL,1.0,0,unknown,unknown,other,organisation,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,education,organisation,unknown,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,finance,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,finance,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,government,other_or_unknown,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,government,other_or_unknown,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,health,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,health,organisation,unknown,0,360
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,other,organisation,100k+,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,other,organisation,unknown,0,655
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,other,other_or_unknown,unknown,0,185
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,technology,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,1,UNKNOWN,2.8546875,1,unknown,unknown,telecom_transport,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,HUGE,4.0,0,unknown,unknown,government,government_body,unknown,0,43
0,0-90,immediate,immediate_0_90,3,2024-2026,2,HUGE,4.0,0,very_large,unknown,finance,organisation,10k-100k,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,2,HUGE,4.0,0,very_large,unknown,finance,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,HUGE,4.0,0,very_large,unknown,government,government_body,unknown,0,360
0,0-90,immediate,immediate_0_90,3,2024-2026,2,HUGE,4.0,0,very_large,unknown,health,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,HUGE,4.0,0,very_large,unknown,other,organisation,unknown,0,63
0,0-90,immediate,immediate_0_90,3,2024-2026,2,HUGE,4.0,0,very_large,unknown,technology,organisation,10k-100k,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,2,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,<1k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,LARGE,3.0,0,large,unknown,education,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,LARGE,3.0,0,very_large,unknown,education,organisation,unknown,0,43
0,0-90,immediate,immediate_0_90,3,2024-2026,2,LARGE,3.0,0,very_large,unknown,finance,organisation,unknown,0,141
0,0-90,immediate,immediate_0_90,3,2024-2026,2,LARGE,3.0,0,very_large,unknown,government,organisation,unknown,0,40
0,0-90,immediate,immediate_0_90,3,2024-2026,2,LARGE,3.0,0,very_large,unknown,health,organisation,unknown,0,43
0,0-90,immediate,immediate_0_90,3,2024-2026,2,LARGE,3.0,0,very_large,unknown,technology,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,MEDIUM,2.0,0,medium,unknown,health,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,MEDIUM,2.0,0,medium,unknown,industrial,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,MEDIUM,2.0,0,medium,unknown,technology,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,MEDIUM,2.0,0,small,unknown,finance,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,UNKNOWN,2.8546875,1,unknown,unknown,government,other_or_unknown,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,2,UNKNOWN,2.8546875,1,unknown,unknown,health,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,finance,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,finance,organisation,10k-100k,0,450
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,finance,organisation,unknown,1,268
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,government,government_body,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,government,government_body,unknown,0,180
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,technology,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,technology,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,technology,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,100k+,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,HUGE,4.0,0,very_large,unknown,telecom_transport,organisation,10k-100k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,LARGE,3.0,0,large,unknown,government,organisation,unknown,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,LARGE,3.0,0,very_large,unknown,education,organisation,10k-100k,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,LARGE,3.0,0,very_large,unknown,education,organisation,1k-10k,0,90
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,LARGE,3.0,0,very_large,unknown,education,organisation,unknown,0,270
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,LARGE,3.0,0,very_large,unknown,government,government_body,unknown,0,73
0,0-90,immediate,immediate_0_90,3,2024-2026,3+,UNKNOWN,2.8546875,1,unknown,unknown,government,government_body,unknown,1,270
1,91-180,response,peak_91_180,0,2012-2018,1,HUGE,4.0,0,very_large,unknown,finance,organisation,10k-100k,0,90
1,91-180,response,peak_91_180,0,2012-2018,1,HUGE,4.0,0,very_large,unknown,government,government_body,1k-10k,0,90
1,91-180,response,peak_91_180,0,2012-2018,1,HUGE,4.0,0,very_large,unknown,government,organisation,10k-100k,0,90
